








Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
390,604.3859,554.7825,534.2105,1955.5885,979.0030
391,610.5263,552.1738,535.9649,1960.6112,982.2915
392,607.8947,554.7825,536.8421,1965.6413,982.6083
393,607.0175,553.9130,538.5964,1970.6770,982.5355
394,608.7719,553.9130,538.5964,1975.7056,983.6203
395,607.8947,553.9130,542.1052,1980.7407,985.0044
396,604.3859,552.1738,540.3508,1985.7667,980.8963
397,606.1403,551.3043,539.4736,1990.7958,981.0068
398,606.1403,553.0434,539.4736,1995.8179,981.9852
399,607.8947,552.1738,542.1052,2000.8438,984.0275
400,606.1403,558.2608,543.8596,2005.8796,987.3422
401,603.5087,555.6521,541.2280,2010.9212,982.8021
402,603.5087,555.6521,542.1052,2015.9672,983.2854
403,604.3859,562.6087,538.5964,2021.0085,985.8484
404,607.0175,560.0000,537.7192,2026.0455,985.5010
405,602.6315,562.6087,535.9649,2031.0589,983.3370
406,603.5087,566.9565,540.3508,2036.0994,988.7576
407,607.0175,567.8261,535.9649,2041.1400,989.0172
408,606.1403,564.3478,540.3508,2046.1735,988.8750
409,613.1578,564.3478,536.8421,2051.2131,991.2872
410,609.6491,566.0869,536.8421,2056.2504,990.1141
411,609.6491,567.8261,537.7192,2061.2863,991.5848
412,611.4035,570.4347,540.3508,2066.3444,995.5848
413,612.2807,571.3043,537.7192,2071.3769,995.1976
414,615.7894,572.1738,537.7192,2076.4060,997.8585
415,610.5263,570.4347,540.3508,2081.4379,995.0463
416,614.9122,570.4347,538.5964,2086.4672,996.7944
417,611.4035,577.3912,538.5964,2091.5034,998.6396
418,617.5438,569.5652,537.7192,2096.5354,997.4502
419,619.2982,569.5652,542.1052,2101.5673,1000.9060
420,613.1578,566.0869,539.4736,2106.6872,993.7046
421,612.2807,565.2174,542.9824,2111.7143,994.5794
422,608.7719,563.4782,542.1052,2116.7473,990.9536
423,611.4035,563.4782,543.8596,2121.7812,993.5317
424,605.2631,560.8695,545.6140,2126.8164,989.2486
425,607.8947,560.8695,541.2280,2131.8488,988.4525
426,604.3859,560.0000,544.7368,2136.8974,987.7351
427,600.8771,559.1304,541.2280,2141.9250,983.1622
428,599.1228,559.1304,541.2280,2146.9655,982.0910
429,600.0000,558.2608,541.2280,2152.0007,982.1318
430,603.5087,560.8695,542.9824,2157.0119,986.7256
431,603.5087,558.2608,540.3508,2162.0544,983.7973
432,600.8771,560.8695,538.5964,2167.0927,982.7076
433,600.0000,555.6521,535.0877,2172.1359,977.2758
434,600.0000,561.7391,541.2280,2177.1560,984.1131
435,602.6315,560.0000,541.2280,2182.1782,984.7297
436,600.8771,564.3478,540.3508,2187.2009,985.6576
437,600.8771,560.8695,545.6140,2192.2431,986.5712
438,597.3684,560.8695,546.4912,2197.2907,984.9245
439,607.0175,563.4782,541.2280,2202.3471,989.3967
440,610.5263,560.8695,545.6140,2207.3742,992.4775
441,616.6666,561.7391,543.8596,2212.4086,995.7971
442,624.5614,558.2608,547.3684,2217.4453,1000.6719
443,637.7192,556.5217,544.7368,2222.5661,1006.5488
444,648.2456,555.6521,542.1052,2227.6909,1011.3604
445,660.5263,554.7825,542.9824,2232.8110,1019.2687
446,677.1929,553.9130,549.1228,2237.9353,1032.9306
447,684.2105,555.6521,539.4736,2243.0683,1033.4046
448,705.2631,553.0434,542.9824,2248.1975,1047.8946
449,723.6842,551.3043,538.5964,2253.3378,1057.2329
450,732.4561,541.7391,539.4736,2258.4587,1058.7752
451,742.1052,536.5217,532.4561,2263.5839,1059.2852
452,753.5087,527.8261,540.3508,2268.7026,1066.9372
453,757.8947,510.4347,541.2280,2273.8278,1062.0150
454,754.3859,500.0000,543.8596,2278.9477,1055.8795
455,757.0175,492.1739,544.7368,2284.0668,1054.5372
456,752.6315,486.0869,548.2456,2289.1899,1050.3847
457,741.2280,481.7391,542.9824,2294.3288,1037.4592
458,732.4561,480.0000,544.7368,2299.4533,1031.3244
459,728.9473,476.5217,539.4736,2304.5568,1024.4360
460,717.5438,478.2608,541.2280,2309.6816,1018.1014
461,697.3684,477.3912,535.9649,2314.8012,1000.7415
462,657.8947,482.6087,535.0877,2319.9248,975.7332
463,609.6491,483.4782,528.9473,2324.9707,940.8552
464,571.0526,490.4347,523.6842,2330.0187,916.9910
465,535.0877,497.3912,513.1578,2335.0566,892.7754
466,504.3859,506.0869,507.8947,2340.0891,876.6334
467,471.9298,511.3043,498.2456,2345.1264,855.8028
468,434.2105,515.6521,490.3508,2350.1696,833.5946
469,398.2456,516.5217,471.9298,2355.2124,805.0540
470,378.0701,520.0000,455.2631,2360.2495,787.7827
471,372.8070,526.0869,445.6140,2365.2678,783.7885
472,378.0701,523.4782,436.8421,2370.3088,779.6137
473,420.1754,692.1738,767.5438,2375.3581,1115.6951
474,773.6842,1052.1739,1060.5263,2380.4794,1682.3713
475,248.2456,746.9565,856.1403,2385.7810,1162.9902
476,778.9473,546.9565,570.1754,2390.9055,1109.5136
477,274.5614,886.0869,169.2982,2396.0434,942.9718
478,575.4385,861.7391,214.0350,2401.0783,1058.0808
479,230.7017,446.0869,578.0701,2406.2019,765.7558
480,380.7017,291.3043,878.0701,2411.2363,1000.3995
481,182.4561,358.2608,753.5087,2416.3657,854.0588
482,243.8596,460.0000,450.0000,2421.3923,688.1624
483,494.7368,500.0000,490.3508,2426.3862,857.4430
484,559.6491,539.1304,459.6491,2431.3999,902.8543
485,497.3684,559.1304,370.1754,2436.4326,834.8844
486,534.2105,522.6087,352.6315,2441.4624,826.3472
487,560.5263,543.4782,578.0701,2446.4936,971.4543
488,557.0175,486.0869,664.0350,2451.5229,993.7261
489,639.4736,486.0869,686.8421,2456.5400,1056.8629
490,547.3684,522.6087,628.9473,2461.6613,984.0258
