Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
380,663.1578,682.6087,587.7192,1919.8486,1118.5468
381,632.4561,674.7825,582.4561,1924.9830,1092.9718
382,636.8421,664.3478,585.0877,1930.1174,1090.5290
383,625.4385,660.8695,578.0701,1935.2438,1078.0014
384,628.0701,660.0000,576.3157,1940.3647,1078.0594
385,627.1929,656.5217,575.4385,1945.4556,1074.9517
386,628.9473,658.2608,570.1754,1950.5759,1074.2355
387,624.5614,661.7391,571.9298,1955.6929,1074.7462
388,618.4210,660.0000,570.1754,1960.8181,1069.1794
389,615.7894,664.3478,571.9298,1965.9178,1071.2882
390,616.6666,667.8261,572.8070,1971.0521,1074.4195
391,614.9122,669.5652,575.4385,1976.1838,1075.9016
392,616.6666,672.1738,576.3157,1981.3293,1078.9974
393,616.6666,675.6521,579.8245,1986.4482,1083.0421
394,614.9122,680.8695,578.9473,1991.5679,1084.8413
395,616.6666,678.2608,582.4561,1996.6953,1086.0804
396,621.0526,680.0000,583.3333,2001.8123,1090.1303
397,614.9122,681.7391,585.9649,2006.9071,1089.1466
398,617.5438,680.8695,585.0877,2012.0435,1089.6198
399,616.6666,680.8695,579.8245,2017.1704,1086.3045
400,614.0350,679.1304,583.3333,2022.3157,1085.6035
401,614.9122,673.9130,586.8421,2027.4279,1084.7393
402,616.6666,672.1738,590.3508,2032.5537,1086.5587
403,616.6666,665.2174,584.2105,2037.6729,1078.9318
404,614.9122,660.0000,585.9649,2042.7947,1075.6728
405,609.6491,653.0434,582.4561,2047.9010,1066.4862
406,606.1403,651.3043,579.8245,2053.0314,1061.9792
407,606.1403,646.9565,578.0701,2058.1589,1058.3591
408,607.0175,642.6087,580.7017,2063.2844,1057.6534
409,604.3859,637.3912,581.5789,2068.4140,1053.4628
410,602.6315,630.4347,574.5614,2073.5344,1044.3819
411,603.5087,636.5217,572.8070,2078.6564,1047.6118
412,601.7543,635.6521,565.7894,2083.7800,1042.2474
413,600.0000,637.3912,564.0350,2088.9042,1041.3468
414,600.8771,637.3912,561.4035,2094.0114,1040.4301
415,599.1228,643.4782,557.8947,2099.1372,1041.2775
416,607.8947,640.0000,557.0175,2104.2673,1043.7453
417,607.8947,637.3912,555.2631,2109.3771,1041.2111
418,614.9122,637.3912,555.2631,2114.4980,1045.3238
419,614.9122,644.3478,554.3859,2119.6188,1049.1163
420,616.6666,643.4782,557.8947,2124.7380,1051.4697
421,616.6666,643.4782,551.7543,2129.8627,1048.2247
422,621.9298,642.6087,557.8947,2135.0004,1054.0346
423,628.0701,646.0869,559.6491,2140.1237,1060.7109
424,624.5614,651.3043,558.7719,2145.2487,1061.3671
425,623.6842,649.5652,560.5263,2150.3811,1060.7104
426,628.9473,646.9565,567.5438,2155.5034,1065.9426
427,627.1929,650.4347,571.9298,2160.6303,1069.3643
428,625.4385,648.6956,576.3157,2165.7529,1069.6351
429,625.4385,644.3478,576.3157,2170.8737,1067.0040
430,625.4385,642.6087,576.3157,2175.9985,1065.9545
431,621.9298,644.3478,576.3157,2181.1340,1064.9510
432,616.6666,653.0434,576.3157,2186.2651,1067.1848
433,609.6491,647.8261,571.0526,2191.3908,1057.0959
434,610.5263,644.3478,569.2982,2196.5073,1054.5268
435,602.6315,651.3043,567.5438,2201.6276,1053.3129
436,602.6315,650.4347,564.9122,2206.7504,1051.3591
437,600.0000,651.3043,565.7894,2211.8762,1050.8640
438,597.3684,654.7825,562.2807,2216.9931,1049.6422
439,604.3859,649.5652,565.7894,2222.1269,1052.2999
440,597.3684,658.2608,558.7719,2227.2580,1049.9439
441,592.1052,656.5217,558.7719,2232.3896,1045.8659
442,592.1052,656.5217,555.2631,2237.5092,1043.9954
443,595.6140,658.2608,555.2631,2242.6279,1047.0819
444,599.1228,659.1304,553.5087,2247.7446,1048.7006
445,600.8771,658.2608,558.7719,2252.8640,1051.9443
446,601.7543,657.3912,557.8947,2258.0004,1051.4362
447,600.8771,651.3043,555.2631,2263.1262,1045.7380
448,607.8947,651.3043,562.2807,2268.2578,1053.5145
449,613.1578,647.8261,560.5263,2273.3911,1053.4852
450,614.9122,646.9565,561.4035,2278.5119,1054.4400
451,625.4385,639.1304,567.5438,2283.6367,1059.1351
452,625.4385,637.3912,565.7894,2288.7558,1057.1466
453,630.7017,636.5217,571.9298,2293.8757,1063.0373
454,638.5964,633.9130,575.4385,2299.0080,1068.0733
455,642.1052,630.4347,573.6842,2304.1323,1067.1741
456,646.4912,627.8261,577.1929,2309.2622,1070.1721
457,645.6140,629.5652,576.3157,2314.3933,1070.1914
458,648.2456,625.2174,579.8245,2319.5109,1071.1282
459,648.2456,625.2174,578.9473,2324.6313,1070.6536
460,642.9824,627.8261,576.3157,2329.7556,1067.5822
461,642.9824,630.4347,576.3157,2334.8801,1069.1185
462,638.5964,637.3912,565.7894,2340.0136,1064.9840
463,637.7192,635.6521,564.9122,2345.1430,1062.9512
464,638.5964,643.4782,564.9122,2350.2790,1068.1739
465,635.9649,650.4347,557.8947,2355.4118,1067.1285
466,635.0877,658.2608,550.0000,2360.5361,1067.3067
467,634.2105,665.2174,548.2456,2365.6325,1070.1917
468,638.5964,675.6521,547.3684,2370.7512,1078.8529
469,628.0701,683.4782,539.4736,2375.8769,1073.6137
470,626.3157,689.5652,541.2280,2381.0080,1077.3576
471,628.0701,696.5217,541.2280,2386.1306,1082.8400
472,625.4385,696.5217,543.8596,2391.2583,1082.6353
473,624.5614,700.0000,542.9824,2396.3920,1083.9312
474,628.9473,700.0000,546.4912,2401.4958,1088.2221
475,625.4385,699.1304,545.6140,2406.6003,1085.1965
476,625.4385,700.0000,551.7543,2411.7185,1088.8554
477,618.4210,693.0434,551.7543,2416.8234,1080.3641
478,621.9298,693.0434,555.2631,2421.9541,1084.1693
479,623.6842,684.3478,559.6491,2427.0830,1081.9062
480,624.5614,686.0869,562.2807,2432.2150,1084.8741
481,631.5789,687.8261,559.6491,2437.3430,1088.6706
482,631.5789,689.5652,563.1578,2442.4687,1091.5764
483,624.5614,690.4347,561.4035,2447.5891,1087.1756
